datetime,sentiment,close
2025-07-31 14:53,0.5,11.03
2025-07-31 14:53,-0.5,11.03
2025-07-31 14:54,0.156,11.03
2025-07-31 14:54,0.0,11.03
2025-07-31 15:00,0.144,11.03
2025-07-31 15:04,0.0,11.03
2025-07-31 15:05,0.5,11.03
2025-07-31 15:05,0.433,11.03
2025-07-31 15:05,0.0,11.03
2025-07-31 15:12,0.5,11.03
2025-07-31 15:16,0.5,11.03
2025-07-31 15:16,0.0,11.03
2025-07-31 15:16,-0.7,11.03
2025-07-31 15:16,0.5,11.03
2025-07-31 15:16,-0.7,11.03
2025-07-31 15:16,0.25,11.03
2025-07-31 15:16,0.0,11.03
2025-07-31 15:16,0.0,11.03
2025-07-31 15:17,0.6,11.03
2025-07-31 15:20,0.136,11.03
2025-07-31 15:24,0.5,11.03
2025-07-31 15:27,0.0,11.03
2025-07-31 15:28,-0.042,11.03
2025-07-31 15:29,0.0,11.03
2025-07-31 15:40,0.5,11.1
2025-07-31 15:56,0.0,11.1
2025-07-31 16:00,0.0,11.11
2025-07-31 16:06,-0.5,11.11
