datetime,sentiment,close
2025-07-31 11:38,0.0,2228.8
2025-07-31 11:44,0.0,2228.8
2025-07-31 11:47,0.136,2228.8
2025-07-31 11:56,0.5,2228.8
2025-07-31 12:00,0.0,2229.3
2025-07-31 12:00,1.0,2229.3
2025-07-31 12:09,0.5,2229.3
2025-07-31 12:16,-0.156,2229.3
2025-07-31 12:18,0.136,2229.3
2025-07-31 12:21,0.5,2229.3
2025-07-31 12:36,0.6,2230.2
2025-07-31 12:51,0.0,2230.2
2025-07-31 13:02,0.0,2229.9
2025-07-31 13:03,0.0,2229.9
2025-07-31 13:07,1.0,2229.9
2025-07-31 13:11,0.5,2229.9
2025-07-31 13:12,0.7,2229.9
2025-07-31 13:13,0.5,2229.9
2025-07-31 13:22,0.5,2229.9
